FID,Block Number,x1,y1,dma,Subscription Number,zone,status
1063,1357,32.91466707,24.09036311,2,0,1035,water
1064,1359,32.91471842,24.09022979,2,0,1046,illegal
1065,1361,32.91477704,24.09034088,2,0,1046,non-user
1066,1362,32.91477516,24.090469,2,0,1046,water
1067,1363,32.91474081,24.09060758,2,37998,1046,water
1068,1364,32.91465202,24.09062394,2,33676,1046,water
1069,1365,32.9145306,24.0906419,2,0,1046,non-user
1070,1366,32.91498987,24.09025103,2,0,1046,illegal
1071,1368,32.91514106,24.09021409,2,73566,1046,water
1072,1369,32.91524117,24.09020451,2,33321,1046,water
1073,1370,32.91534551,24.09019625,2,0,1046,non-user
1074,1371,32.91549309,24.09018573,2,51287,1046,water
1075,1372,32.91553021,24.09035817,2,51286,1046,water
1076,1373,32.91565208,24.09047067,2,716023,1046,water
1077,1373,32.91567066,24.09056509,2,716023,1046,water
1078,1374,32.91574419,24.09035862,2,51453,1046,water
1079,1375,32.91573647,24.09027759,2,0,1046,non-user
1080,1376,32.91569927,24.09014586,2,687020,1046,water
1081,1377,32.91566373,24.08993059,2,16850,1046,water
1082,1379,32.91576826,24.09053945,2,47560,1046,water
1083,1380,32.91556568,24.09057112,2,0,1046,non-user
1084,1381,32.91540094,24.09065681,2,0,1035,illegal
1085,1382,32.91517832,24.09075762,2,13986,1135,water
1086,1383,32.91506768,24.09078599,2,0,1035,non-user
1087,1384,32.91495352,24.09082062,2,64869,1135,water
1088,1385,32.91491655,24.09068916,2,29581,1046,water
1089,1386,32.91487134,24.09057973,2,20430,1035,water
1090,1387,32.91495326,24.09044034,2,17129,1046,water
1091,1388,32.9150087,24.09056712,2,19556,1035,water
1092,1389,32.91512114,24.09065508,2,30314,1035,water
1093,1390,32.91516775,24.0905192,2,15912,1035,water
1094,1391,32.91543907,24.09050481,2,0,1035,illegal
1095,1392,32.91543233,24.09045604,2,0,0,
1096,1393,32.91535735,24.09035039,2,0,1035,illegal
1097,1394,32.91525324,24.09035564,2,44568,1046,water
1098,1395,32.91514973,24.09035971,2,0,1035,non-user
1099,1396,32.91589116,24.09015245,2,0,1035,non-user
1100,1398,32.91604456,24.0900705,1,24603,1035,water
1101,1399,32.91598652,24.09016483,2,0,1135,illegal
1102,1400,32.91588263,24.09032884,2,0,1035,non-user
1103,1401,32.91605386,24.09032481,2,57854,1035,water
1104,1402,32.91616084,24.09031936,1,610023,1035,water
1105,1403,32.91619516,24.09042479,1,0,1035,water
1106,1404,32.91606093,24.09044669,2,0,1035,illegal
1107,1405,32.91589375,24.09047789,2,685236,1035,water
1108,1406,32.91618334,24.08988008,1,30501,1046,water
1109,1407,32.91632374,24.08987158,1,0,1046,non-user
1110,1408,32.91644498,24.08986444,1,46279,1046,water
1111,1409,32.91655925,24.08985926,1,29509,1046,water
1112,1410,32.91669244,24.08985376,1,0,1046,non-user
1113,1412,32.91686916,24.08984764,1,0,1046,non-user
1114,1413,32.91697009,24.08984276,1,30365,1046,water
1115,1414,32.91706455,24.08983819,1,613018,1046,water
1116,1415,32.9171323,24.08983541,1,630502,1046,water
1117,1416,32.91723057,24.08985653,1,642137,1046,water
1118,1418,32.91734766,24.08981356,1,0,0,
1119,1419,32.91748091,24.08979418,1,0,1046,illegal
1120,1421,32.9176942,24.08974338,1,0,1046,illegal
1121,1422,32.91776776,24.08942789,1,718921,1046,water
1122,1423,32.91778391,24.08954352,1,0,1046,illegal
1123,1425,32.91807089,24.0895697,1,0,1046,illegal
1124,1426,32.91793313,24.08977056,1,0,1046,illegal
1125,1427,32.91779737,24.08980948,1,0,1046,illegal
1126,1431,32.91754795,24.09012597,1,0,1046,illegal
1127,1432,32.91745048,24.09013625,1,44929,1046,water
1128,1433,32.91735826,24.09013594,1,716019,1046,water
1129,1434,32.91724855,24.09014013,1,624803,1046,water
1130,1435,32.91713221,24.09013896,1,0,1046,non-user
1131,1436,32.9170558,24.09013799,1,0,0,
1132,1437,32.91697703,24.09013376,1,0,1046,illegal
1133,1438,32.91689394,24.09013313,1,21466,1046,water
1134,1439,32.91681036,24.0901287,1,0,1046,non-user
1135,1440,32.91670804,24.09013329,1,57813,1046,water
1136,1441,32.91660157,24.09013528,1,0,1046,non-user
1137,1442,32.91649754,24.09013692,1,58710,1046,water
1138,1443,32.9164173,24.09013872,1,56152,1046,water
1139,1444,32.91630795,24.09014163,1,636079,1046,water
1140,1445,32.91619,24.09018193,1,45987,1046,water
1141,1446,32.91618807,24.09010938,1,45988,1046,water
1142,1448,32.9174953,24.08997666,1,716102,1046,water
1143,1449,32.91728753,24.08996573,1,716020,1046,water
1144,1450,32.91719795,24.0899676,1,636217,1135,water
1145,1451,32.91705997,24.08996865,1,46308,1046,water
1146,1452,32.91688992,24.08997155,1,29100,1046,water
1147,1453,32.91676886,24.08991816,1,54955,1046,water
1148,1454,32.91663741,24.08997867,1,15103,1046,water
1149,1455,32.91649022,24.08998288,1,62151,1046,water
1150,1456,32.91630194,24.08998804,1,59501,1046,water
1151,1457,32.9161982,24.08999112,1,63785,1046,water
1152,1460,32.91837139,24.08981865,1,0,1046,illegal
1153,1462,32.91850799,24.0898321,1,0,1046,illegal
1154,1463,32.91849903,24.08992724,1,0,1046,non-user
1155,1464,32.9184915,24.09003386,1,719930,1046,water
1156,1465,32.91847108,24.09015811,1,0,1046,illegal
1157,1466,32.91836022,24.09015994,1,0,1046,illegal
1158,1467,32.91824355,24.09015797,1,0,1046,illegal
1159,1469,32.91828451,24.08998036,1,0,1046,illegal
1160,1470,32.91799196,24.08991027,1,0,1046,illegal
1161,1472,32.91795053,24.0900298,1,0,0,
1162,1473,32.9177868,24.09006174,1,0,1046,illegal
1163,1474,32.91780631,24.09025608,1,0,1046,illegal
1164,1475,32.9179277,24.0903728,1,0,1046,illegal
1165,1476,32.91805934,24.0903283,1,0,1046,illegal
1166,1477,32.91782244,24.09038402,1,0,1046,illegal
1167,1479,32.91762077,24.09029692,1,0,1035,illegal
1168,1480,32.91763295,24.09041427,1,0,1035,illegal
1169,1481,32.917481,24.09042735,1,609115,1135,water
1170,1482,32.91734971,24.09043085,1,29783,1135,water
1171,1483,32.91726595,24.09043726,1,0,1135,illegal
1172,1484,32.91718281,24.09043917,1,53067,1135,water
1173,1485,32.91707352,24.09045191,1,0,1035,illegal
1174,1486,32.91699419,24.09045977,1,0,1135,non-user
1175,1487,32.9168894,24.09055369,1,725573,1046,water
1176,1488,32.91675836,24.09051237,1,906,1046,water
1177,1489,32.91664323,24.09051918,1,65588,1046,water
1178,1490,32.91653273,24.09055868,1,29334,1135,water
1179,1491,32.91652103,24.09043901,1,0,1035,non-user
1180,1492,32.91638486,24.09047171,1,16320,1035,water
1181,1493,32.91638416,24.09059063,1,17288,1035,water
1182,1494,32.91624221,24.090601,1,0,1035,illegal
1183,1495,32.9163825,24.09033004,1,24610,1046,water
1184,1496,32.91651374,24.09030548,1,24707,1046,water
1185,1497,32.91663136,24.09032503,1,0,1035,non-user
1186,1498,32.91674778,24.09032052,1,51729,1046,water
1187,1499,32.91684867,24.09031683,1,652015,1046,water
1188,1500,32.91696528,24.09031176,1,65828,1046,water
1189,1501,32.91708585,24.09031012,1,47876,1046,water
1190,1502,32.91717988,24.09030891,1,33480,1135,water
1191,1503,32.91733638,24.09030563,1,61701,1135,water
1192,1504,32.91744806,24.09030439,1,0,0,
1193,1505,32.91604929,24.09063996,2,15651,1135,water
1194,1506,32.91612416,24.09077919,2,11134,1135,water
1195,1507,32.91603613,24.09083206,2,58594,1135,water
1196,1508,32.9159457,24.09086236,2,58779,1135,water
1197,1509,32.91589672,24.09088135,2,10030,1135,water
1198,1510,32.91576886,24.09092348,2,10032,1135,water
1199,1511,32.91572624,24.09093975,2,13227,1135,water
1200,1512,32.91560057,24.09098081,2,615918,1135,water
1201,1513,32.91552429,24.09100855,2,10916,1135,water
1202,1514,32.91536275,24.09106371,2,10666,1135,water
1203,1515,32.91529287,24.09111508,2,639452,1135,water
1204,1516,32.91526119,24.09103873,2,11133,1135,water
1205,1517,32.91523222,24.09097185,2,10049,1135,water
1206,1518,32.9152042,24.09090869,2,33299,1135,water
1207,1519,32.91530445,24.09092252,2,58476,1135,water
1208,1520,32.91543679,24.09087848,2,10031,1135,water
1209,1521,32.91551163,24.09085153,2,58351,1135,water
1210,1522,32.91564962,24.09080433,2,0,1135,illegal
1211,1523,32.91573814,24.09077413,2,58590,1135,water
1212,1524,32.91584809,24.09073515,2,58312,1135,water
1213,1525,32.91589602,24.09072037,2,18166,1135,water
1214,1526,32.9162261,24.0909521,2,609206,1135,water
1215,1527,32.91626563,24.09105211,2,12901,1135,water
1216,1528,32.91630278,24.09114403,2,13233,1135,water
1217,1529,32.91620262,24.09114907,2,13232,1135,water
1218,1530,32.91609686,24.09118394,2,58546,1135,water
1219,1531,32.91600772,24.09121491,2,13259,1135,water
1220,1532,32.91596124,24.09123116,2,603399,1135,water
1221,1533,32.91584443,24.09127064,2,1320,1135,water
1222,1534,32.9157748,24.09129493,2,9770,1135,water
1223,1535,32.91566357,24.09133201,2,15737,1135,water
1224,1536,32.91559489,24.09135579,2,13490,1135,water
1225,1537,32.91548699,24.09139185,2,18799,1135,water
1226,1538,32.91542111,24.09146672,2,13411,1135,water
1227,1539,32.91539135,24.09139194,2,13110,1135,water
1228,1540,32.91536385,24.09132291,2,13113,1135,water
1229,1541,32.91533694,24.09125486,2,611711,1135,water
1230,1542,32.91542942,24.09124907,2,10641,1135,water
1231,1543,32.91553292,24.09121137,2,10022,1135,water
1232,1544,32.91560239,24.09118973,2,0,1135,water
1233,1545,32.91571441,24.0911501,2,0,1135,water
1234,1546,32.9157798,24.09112886,2,58732,1135,water
1235,1547,32.91588694,24.0910918,2,58733,1135,water
1236,1548,32.91594623,24.09107128,2,603450,1135,water
1237,1549,32.91606701,24.09103142,2,56730,1135,water
1238,1550,32.9161161,24.09101158,2,0,1135,illegal
1239,1551,32.91628646,24.09075083,1,58492,1135,water
1240,1552,32.91639213,24.09075266,1,0,1135,water
1241,1553,32.9164896,24.09075197,1,50049,1135,water
1242,1554,32.91661418,24.09074316,1,55218,1135,water
1243,1555,32.91669408,24.09075539,1,620474,1135,water
1244,1556,32.9166647,24.090858,1,682316,1135,water
1245,1557,32.91678451,24.09084856,1,30452,1135,water
1246,1558,32.91676915,24.09072889,1,24482,1135,water
1247,1559,32.91685514,24.09071833,1,0,1135,illegal
1248,1560,32.91694653,24.09070393,1,53070,1135,water
1249,1561,32.91701789,24.09066493,1,0,1135,illegal
1250,1562,32.91709824,24.09064258,1,0,1135,illegal
1251,1563,32.91724744,24.09058756,1,74391,1135,water
1252,1564,32.91736771,24.09060594,1,0,1135,illegal
1253,1565,32.91759084,24.0905759,1,718964,1135,water
1254,1567,32.91768139,24.09088297,1,0,1135,illegal
1255,1568,32.91775753,24.09096234,1,724565,1135,water
1256,1569,32.91766285,24.09098769,1,724120,1135,water
1257,1570,32.91754573,24.09101767,1,718839,1135,water
1258,1571,32.9174773,24.09103551,1,724125,1135,water
1259,1572,32.91739614,24.09105714,1,719977,1135,water
1260,1573,32.91731089,24.0910956,1,0,1135,illegal
1261,1574,32.91720713,24.09115669,1,0,1135,illegal
1262,1575,32.91712379,24.09118412,1,0,1135,non-user
1263,1576,32.91703555,24.09121319,1,41973,1135,water
1264,1577,32.91692221,24.09125056,1,22930,1135,water
1265,1579,32.91680695,24.09128681,1,55539,1135,water
1266,1580,32.91669586,24.09131527,1,24046,1135,water
1267,1581,32.91660286,24.09133775,1,45256,1135,water
1268,1582,32.91652878,24.09135507,1,24046,1135,water
1269,1583,32.91646789,24.09137008,1,45026,1135,water
1270,1584,32.91646857,24.09126182,1,29016,1135,water
1271,1585,32.91656887,24.09123747,1,603762,1135,water
1272,1586,32.91670426,24.0912058,1,24355,1035,water
1273,1589,32.91683491,24.09117959,1,0,0,
1274,1590,32.91690864,24.09116609,1,0,0,
1275,1591,32.91701065,24.09113661,1,29880,1135,water
1276,1592,32.91711191,24.09110809,1,0,1135,illegal
1277,1593,32.91720437,24.09104861,1,12446,1135,water
1278,1594,32.91707999,24.09102209,1,59600,1135,water
1279,1595,32.91697371,24.09104724,1,51664,1135,water
1280,1596,32.91689855,24.0910597,1,69019,1135,water
1281,1598,32.9172749,24.09097821,1,74190,1135,water
1282,1599,32.91739881,24.09095057,1,0,1135,illegal
1283,1600,32.91753286,24.09091459,1,0,1135,illegal
1284,1601,32.91757567,24.0907425,1,0,1135,non-user
1285,1602,32.91739661,24.09077621,1,718815,1135,water
1286,1603,32.9173133,24.09079968,1,0,1135,illegal
1287,1604,32.91721709,24.09080327,1,724107,1135,water
1288,1605,32.91709239,24.09079734,1,72084,1135,water
1289,1606,32.91705167,24.09092502,1,29636,1135,water
1290,1607,32.91693826,24.09093948,1,29179,1135,water
1291,1608,32.91695863,24.09082164,1,70335,1135,water
1292,1609,32.91686495,24.09083694,1,80842,1135,water
1293,1610,32.91674184,24.09094337,1,0,1135,illegal
1294,1611,32.91674459,24.09100718,1,24163,1135,water
1295,1612,32.91679633,24.09107859,1,46024,1135,water
1296,1613,32.91670168,24.09107315,1,29180,1135,water
1297,1614,32.91651007,24.09110691,1,0,1135,illegal
1298,1615,32.91648452,24.09102293,1,45075,1135,water
1299,1616,32.91646355,24.09093957,1,45947,1135,water
1300,1617,32.91646023,24.09085902,1,24012,1135,water
1301,1618,32.91786333,24.0905649,1,0,1135,illegal
1302,1619,32.91801409,24.09057432,1,0,1135,illegal
1303,1620,32.91802051,24.09069249,1,0,1135,illegal
1304,1621,32.91820459,24.0907983,1,725675,1135,water
1305,1622,32.91821092,24.09090221,1,718958,1135,water
1306,1623,32.9180516,24.09090549,1,718886,1135,water
1307,1624,32.91798621,24.09079514,1,717935,1135,water
1308,1625,32.91790693,24.09093011,1,718924,1135,water
1309,1626,32.91791467,24.09104945,1,0,1135,illegal
1310,1627,32.91870048,24.09020755,1,718959,1135,water
1311,1629,32.91876987,24.09030747,1,724104,1135,water
1312,1630,32.91865517,24.09031348,1,725569,1135,water
1313,1631,32.9185478,24.09031747,1,718967,1135,water
1314,1632,32.91887389,24.09040767,1,718849,1135,water
1315,1633,32.91884322,24.09056199,1,718819,1135,water
1316,1634,32.91839555,24.09050463,1,718838,1135,water
1317,1635,32.91853531,24.09047865,1,724534,1135,water
1318,1636,32.91850938,24.09060483,1,0,1135,illegal
1319,1637,32.91851511,24.09067398,1,0,1135,illegal
1320,1638,32.9184639,24.09080203,1,0,1135,illegal
1321,1639,32.91871539,24.09059478,1,724548,1135,water
1322,1640,32.91898251,24.09066063,1,724175,1135,water
1323,1641,32.91901677,24.09082361,1,718901,1135,water
1324,1642,32.91887051,24.0908063,1,0,1135,illegal
1325,1643,32.91914662,24.09100395,1,718847,1135,water
1326,1644,32.91916688,24.09110977,1,716093,1135,water
1327,1645,32.91941113,24.09116963,1,0,1135,illegal
1328,1646,32.91947204,24.09116842,1,725527,1135,water
1329,1647,32.91960505,24.09140042,1,718911,1135,water
1330,1648,32.9193922,24.09138467,1,717948,1135,water
1331,1649,32.91890149,24.0910324,1,0,1135,illegal
1332,1650,32.91898641,24.0912106,1,718913,1135,water
1333,1651,32.91902486,24.09134508,1,726953,1135,water
1334,1652,32.9188577,24.09123992,1,716097,1135,water
1335,1654,32.91864634,24.09103497,1,0,1135,illegal
1336,1655,32.91865675,24.09117267,1,0,1135,illegal
1337,1656,32.91856505,24.09106163,1,0,1135,illegal
1338,1657,32.91856792,24.09134625,1,0,1135,illegal
1339,1658,32.9186844,24.09133075,1,718983,1135,water
1340,1659,32.91907436,24.09146141,1,724108,1135,water
1341,1660,32.9190702,24.09153097,1,719872,1135,water
1342,1661,32.9190579,24.09160403,1,0,1135,illegal
1343,1662,32.91904367,24.09168374,1,718926,1135,water
1344,1663,32.91903017,24.09176339,1,0,1135,illegal
1345,1664,32.91900304,24.09182238,1,0,1135,illegal
1346,1666,32.91887853,24.09175562,1,725574,1135,water
1347,1668,32.9188943,24.09167682,1,718919,1135,water
1348,1669,32.91890836,24.09159419,1,716095,1135,water
1349,1670,32.91887949,24.09151678,1,0,1135,illegal
1350,1671,32.91896715,24.09151269,1,718984,1135,water
1351,1672,32.91934605,24.09154558,1,719947,1135,water
1352,1673,32.91959813,24.09178633,1,718905,1135,water
1353,1674,32.91956101,24.09208297,1,0,1135,illegal
1354,1675,32.91924281,24.0918036,1,717892,1135,water
1355,1676,32.91866073,24.09150234,1,718062,1135,water
1356,1677,32.91874383,24.09162689,1,718908,1135,water
1357,1678,32.91871042,24.09172877,1,719844,1135,water
1358,1679,32.91863573,24.09171399,1,719833,1135,water
1359,1680,32.91851914,24.09173046,1,629854,1135,water
1360,1681,32.91843059,24.09174906,1,0,1135,illegal
1361,1682,32.91831894,24.09177311,1,719825,1135,water
1362,1684,32.91820633,24.09176173,1,0,1135,illegal
1363,1685,32.91804237,24.09182482,1,73869,1135,water
1364,1686,32.91794504,24.09186344,1,64710,1135,water
1365,1687,32.91785616,24.09189991,1,0,1135,illegal
1366,1688,32.91775222,24.09195202,1,63631,1135,water
1367,1689,32.9177367,24.09178555,1,717937,1135,water
1368,1690,32.91761108,24.09185475,1,63989,1135,water
1369,1691,32.91746233,24.09186291,1,718873,1135,water
1370,1692,32.91746083,24.09199704,1,0,1135,illegal
1371,1693,32.91754017,24.09203747,1,718828,1135,water
1372,1695,32.91741998,24.09175088,1,73682,1135,water
1373,1696,32.91751092,24.09176474,1,722248,1135,water
1374,1697,32.9176221,24.09177441,1,0,1135,illegal
1375,1698,32.91788376,24.09177505,1,718845,1135,water
1376,1700,32.91803303,24.09173521,1,724533,1135,water
1377,1701,32.91841079,24.09167091,1,0,1135,illegal
1378,1702,32.91861585,24.09164975,1,0,1135,illegal
1379,1703,32.91863256,24.09159337,1,0,1135,illegal
1380,1706,32.91833121,24.09114754,1,0,1135,illegal
1381,1707,32.91803524,24.09148615,1,718854,1135,water
1382,1710,32.91791139,24.09164317,1,0,1135,illegal
1383,1711,32.91792919,24.09153842,1,724121,1135,water
1384,1712,32.91795774,24.09140446,1,64711,1135,water
1385,1714,32.91788432,24.09129477,1,0,1135,illegal
1386,1716,32.91785702,24.09136414,1,0,1135,illegal
1387,1717,32.91782956,24.09143497,1,609595,1135,water
1388,1718,32.91779851,24.09152339,1,53068,1135,water
1389,1719,32.9177602,24.09162977,1,53071,1135,water
1390,1720,32.91763888,24.09161424,1,96682,1135,water
1391,1721,32.91748173,24.09162165,1,718871,1135,water
1392,1722,32.91737957,24.09160402,1,0,1135,illegal
1393,1723,32.91749053,24.09153577,1,0,1135,illegal
1394,1727,32.91760962,24.09145672,1,722256,1135,water
1395,1728,32.91750015,24.09142649,1,0,1135,illegal
1396,1729,32.9174011,24.09139824,1,719866,1135,water
1397,1730,32.91748544,24.09134408,1,724142,1135,water
1398,1732,32.91763842,24.09138119,1,0,1135,illegal
1399,1733,32.91765625,24.09126139,1,0,1135,illegal
1400,1734,32.91758204,24.09124065,1,716096,1135,water
1401,1735,32.91750114,24.09121811,1,724822,1135,water
1402,1736,32.9174255,24.09120284,1,0,1135,non-user
1403,1737,32.91760397,24.09113924,1,722232,1135,water
1404,1738,32.91769723,24.0911059,1,0,1135,illegal
1405,1739,32.91768002,24.09118078,1,0,1135,illegal
1406,1740,32.9169466,24.09174676,1,608105,1135,water
1407,1741,32.91568335,24.09153153,2,58532,1135,water
1408,1742,32.91571738,24.09161134,2,13253,1135,water
1409,1743,32.91575734,24.09170854,2,23393,1135,water
1410,1744,32.91566273,24.09171518,2,29732,1135,water
1411,1745,32.9155631,24.09177572,2,0,1135,non-user
1412,1746,32.91553365,24.09170968,2,614160,1135,water
1413,1747,32.9155054,24.09164633,2,12167,1135,water
1414,1748,32.91547355,24.09157492,2,59073,1135,water
1415,1749,32.91560634,24.09157595,2,716435,1135,water
1416,1750,32.91581076,24.0918337,2,716092,1135,water
1417,1751,32.9158274,24.09193356,2,603334,1135,water
1418,1752,32.91584946,24.09199785,2,29120,1135,water
1419,1753,32.91590182,24.09205796,2,17822,1135,water
1420,1754,32.91576063,24.09209236,2,14159,1135,water
1421,1755,32.91568745,24.09211563,2,603775,1135,water
1422,1756,32.91568742,24.09204167,2,0,1135,illegal
1423,1757,32.9156698,24.09199301,2,603517,1135,water
1424,1758,32.91561521,24.09192512,2,60856,1135,water
1425,1759,32.91570288,24.09189596,2,29810,1135,water
1426,1760,32.91586239,24.09221331,2,0,1135,water
1427,1761,32.91590306,24.09232017,2,0,1135,illegal
1428,1762,32.91593787,24.09241122,2,0,1135,illegal
1429,1763,32.91581397,24.09244037,2,0,1135,illegal
1430,1764,32.91578518,24.09236123,2,0,1135,illegal
1431,1765,32.91576347,24.09230066,2,61009,1135,water
1432,1766,32.91574084,24.09223758,2,106,1135,water
1433,1767,32.91588451,24.09258779,1,0,1135,water
1434,1768,32.91596809,24.09257806,1,15893,1135,water
1435,1769,32.91611001,24.09253558,1,15893,1135,water
1436,1770,32.91627883,24.09245798,1,719948,1135,water
1437,1771,32.91631409,24.09259101,1,211,1135,water
1438,1772,32.91634219,24.09266064,1,212,1135,water
1439,1773,32.91619267,24.09267082,1,1135,1135,water
1440,1774,32.91612888,24.09269168,1,643991,1135,water
1441,1775,32.91602237,24.09272854,1,603421,1135,water
1442,1776,32.91595019,24.09274864,1,16153,1135,water
1443,1777,32.91592287,24.09268156,1,0,1135,illegal
1444,1778,32.91600881,24.0929022,1,15587,1135,water
1445,1779,32.91608908,24.09291646,1,206,1135,water
1446,1780,32.91622498,24.09287208,1,0,1135,water
1447,1781,32.91627782,24.09285317,1,165,1135,water
1448,1782,32.91639851,24.09281194,1,15812,1135,water
1449,1783,32.91644951,24.09274418,1,68426,1135,water
1450,1784,32.91647137,24.09280733,1,0,1135,water
1451,1785,32.91649725,24.09288062,1,210,1135,water
1452,1786,32.91652547,24.09296155,1,0,1135,illegal
1453,1787,32.91644897,24.09295525,1,0,1135,water
1454,1788,32.91631955,24.09299915,1,19429,1135,water
1455,1789,32.91627247,24.09301607,1,610753,1135,water
1456,1790,32.91613768,24.09306171,1,717119,1135,water
1457,1791,32.91607632,24.09310433,1,54934,1135,water
1458,1792,32.91603522,24.0929814,1,205,1135,water
1459,1793,32.9165151,24.09240472,1,0,1135,illegal
1460,1794,32.91670176,24.09241374,1,73962,1135,water
1461,1795,32.91683065,24.09241947,1,610190,1135,water
1462,1796,32.9169812,24.09242787,1,0,1135,illegal
1463,1797,32.91714929,24.09239239,1,54283,1135,water
1464,1798,32.91736754,24.09241354,1,62189,1135,water
1465,1799,32.9172257,24.09262139,1,45928,1135,water
1466,1800,32.9173078,24.09264332,1,0,1135,illegal
1467,1801,32.91738445,24.09269022,1,44437,1135,water
1468,1802,32.917505,24.09269666,1,668367,1135,water
1469,1804,32.91767804,24.09274443,1,67007,1135,water
1470,1805,32.91779268,24.09272026,1,29292,1135,water
1471,1807,32.91769219,24.09261597,1,67008,1135,water
1472,1808,32.91761487,24.09255877,1,0,1135,non-user
1473,1809,32.91778561,24.09255413,1,70480,1135,water
1474,1811,32.91774339,24.09240059,1,69669,1135,water
1475,1812,32.91765597,24.09244107,1,29618,1135,water
1476,1813,32.91756014,24.09245274,1,716433,1135,water
1477,1814,32.91759742,24.09237795,1,69864,1135,water
1478,1815,32.91788797,24.09240306,1,70547,1135,water
1479,1816,32.91801733,24.09240053,1,724103,1135,water
1480,1817,32.91808387,24.09239897,1,718990,1135,water
1481,1819,32.91818066,24.09239746,1,44413,1135,water
1482,1820,32.91827394,24.0923965,1,718832,1135,water
1483,1821,32.91821543,24.0924962,1,0,1135,illegal
1484,1822,32.91821661,24.09257034,1,0,1135,illegal
1485,1823,32.91811514,24.09253601,1,725684,1035,water
1486,1824,32.91804206,24.09254024,1,0,1035,illegal
1487,1825,32.91791672,24.09254127,1,23047,1135,water
1488,1826,32.91790872,24.0927468,1,603373,1135,water
1489,1827,32.9179697,24.09286585,1,23006,1135,water
1490,1828,32.91787693,24.09286409,1,24888,1135,water
1491,1830,32.91776661,24.09285316,1,23046,1035,water
1492,1831,32.91765835,24.0928497,1,29131,1135,water
1493,1832,32.91756947,24.09281709,1,23048,1135,water
1494,1833,32.91747914,24.09283655,1,30291,1135,water
1495,1834,32.91738279,24.09282108,1,27976,1135,water
1496,1835,32.9173,24.09279871,1,717117,1135,water
1497,1836,32.91719972,24.09281977,1,29229,1135,water
1498,1837,32.91722418,24.09273396,1,616184,1135,water
1499,1838,32.91711702,24.09264329,1,0,1135,illegal
1500,1840,32.91696979,24.0926519,1,15642,1135,water
1501,1841,32.91685183,24.09274582,1,0,1135,water
1502,1842,32.91677959,24.09278462,1,45408,1135,water
1503,1843,32.91670943,24.09279881,1,30583,1135,water
1504,1844,32.91662238,24.09282086,1,717114,1135,water
1505,1845,32.91659118,24.09274846,1,24658,1135,water
1506,1846,32.91669642,24.09273711,1,65965,1135,water
1507,1847,32.9168333,24.09261672,1,0,1135,illegal
1508,1848,32.91671394,24.09259813,1,0,1135,illegal
1509,1849,32.91657357,24.09257762,1,37933,1135,water
1510,1851,32.91656279,24.0924702,1,717318,1135,water
1511,1852,32.91781345,24.0922622,1,0,1035,water
1512,1854,32.91781535,24.09218077,1,53069,1135,water
1513,1856,32.91796024,24.09221673,1,686992,1135,water
1514,1857,32.91802492,24.09209086,1,0,1135,illegal
1515,1858,32.91791488,24.09201894,1,722221,1135,water
1516,1859,32.91780948,24.09206194,1,722242,1135,water
1517,1860,32.91798342,24.09199182,1,64308,1135,water
1518,1861,32.91807195,24.09196133,1,722253,1135,water
1519,1862,32.91812404,24.09207829,1,0,1135,illegal
1520,1863,32.9181875,24.09207936,1,0,1135,illegal
1521,1865,32.91827372,24.09209516,1,724112,1135,water
1522,1866,32.91844857,24.0922298,1,718870,1135,water
1523,1867,32.91842487,24.09209968,1,718909,1135,water
1524,1868,32.9185275,24.09211857,1,0,1135,non-user
1525,1869,32.91849028,24.09193273,1,0,1135,illegal
1526,1870,32.91863422,24.09211848,1,0,1135,non-user
1527,1871,32.91874342,24.09211672,1,718968,1135,water
1528,1872,32.91875128,24.09194748,1,0,1135,illegal
1529,1876,32.91887095,24.09210985,1,0,1135,illegal
1530,1877,32.91876174,24.09225244,1,0,1135,non-user
1531,1878,32.91876752,24.09235491,1,718916,1135,water
1532,1879,32.91879628,24.09243904,1,718915,1135,water
1533,1880,32.91881417,24.0925346,1,69332,1035,water
1534,1881,32.91874958,24.09262408,1,718970,1135,water
1535,1883,32.91880129,24.09276433,1,717320,1135,water
1536,1884,32.91887851,24.09274735,1,0,1135,illegal
1537,1885,32.91894764,24.09269249,1,718860,1135,water
1538,1886,32.91893352,24.09279967,1,724102,1135,water
1539,1887,32.91899125,24.09286578,1,2050,1135,water
1540,1889,32.91890467,24.09288441,1,717319,1135,water
1541,1890,32.91881898,24.09290174,1,33841,1135,water
1542,1891,32.91872136,24.09292587,1,24430,1135,water
1543,1892,32.91870252,24.09284651,1,47236,1035,water
1544,1894,32.91868093,24.09273132,1,614545,1135,water
1545,1895,32.91857818,24.09272919,1,0,1135,illegal
1546,1896,32.91849416,24.09272259,1,44672,1135,water
1547,1897,32.91842715,24.09284031,1,0,1135,illegal
1548,1898,32.91835309,24.09283631,1,0,1135,illegal
1549,1899,32.9182724,24.09283017,1,0,1135,illegal
1550,1900,32.91820048,24.09281711,1,29054,1135,water
1551,1901,32.91811359,24.0928036,1,45924,1135,water
1552,1902,32.91808142,24.09270589,1,131,1035,water
1553,1903,32.91815786,24.09271688,1,0,1135,illegal
1554,1904,32.91824389,24.09271147,1,0,1135,illegal
1555,1905,32.91832911,24.09270768,1,0,1135,illegal
1556,1906,32.9184068,24.0926837,1,716026,1135,water
1557,1907,32.91857454,24.09263564,1,724118,1135,water
