Block Number,X,Y,DMA,Zone,Status
1487,32.9168894,24.09055369,1,1046,water meter
1488,32.91675836,24.09051237,1,1046,water meter
1489,32.91664323,24.09051918,1,1046,water meter
1490,32.91653273,24.09055868,1,1135,water meter
1491,32.91652103,24.09043901,1,1035,non-user
1492,32.91638486,24.09047171,1,1035,water meter
1493,32.91638416,24.09059063,1,1035,water meter
1494,32.91624221,24.090601,1,1035,illegal connection
1495,32.9163825,24.09033004,1,1046,water meter
1496,32.91651374,24.09030548,1,1046,water meter
1497,32.91663136,24.09032503,1,1035,non-user
1498,32.91674778,24.09032052,1,1046,water meter
1499,32.91684867,24.09031683,1,1046,water meter
1500,32.91696528,24.09031176,1,1046,water meter
1501,32.91708585,24.09031012,1,1046,water meter
1502,32.91717988,24.09030891,1,1135,water meter
1503,32.91733638,24.09030563,1,1135,water meter
1504,32.91744806,24.09030439,1,1135,
1505,32.91604929,24.09063996,2,1135,water meter
1506,32.91612416,24.09077919,2,1135,water meter
1507,32.91603613,24.09083206,2,1135,water meter
1508,32.9159457,24.09086236,2,1135,water meter
1509,32.91589672,24.09088135,2,1135,water meter
1510,32.91576886,24.09092348,2,1135,water meter
1511,32.91572624,24.09093975,2,1135,water meter
1512,32.91560057,24.09098081,2,1135,water meter
1513,32.91552429,24.09100855,2,1135,water meter
1514,32.91536275,24.09106371,2,1135,water meter
1515,32.91529287,24.09111508,2,1135,water meter
1516,32.91526119,24.09103873,2,1135,water meter
1517,32.91523222,24.09097185,2,1135,water meter
1518,32.9152042,24.09090869,2,1135,water meter
1519,32.91530445,24.09092252,2,1135,water meter
1520,32.91543679,24.09087848,2,1135,water meter
1521,32.91551163,24.09085153,2,1135,water meter
1522,32.91564962,24.09080433,2,1135,illegal connection
1523,32.91573814,24.09077413,2,1135,water meter
1524,32.91584809,24.09073515,2,1135,water meter
1525,32.91589602,24.09072037,2,1135,water meter
1526,32.9162261,24.0909521,2,1135,water meter
1527,32.91626563,24.09105211,2,1135,water meter
1528,32.91630278,24.09114403,2,1135,water meter
1529,32.91620262,24.09114907,2,1135,water meter
1530,32.91609686,24.09118394,2,1135,water meter
1531,32.91600772,24.09121491,2,1135,water meter
1532,32.91596124,24.09123116,2,1135,water meter
1533,32.91584443,24.09127064,2,1135,water meter
1534,32.9157748,24.09129493,2,1135,water meter
1535,32.91566357,24.09133201,2,1135,water meter
1536,32.91559489,24.09135579,2,1135,water meter
1537,32.91548699,24.09139185,2,1135,water meter
1538,32.91542111,24.09146672,2,1135,water meter
1539,32.91539135,24.09139194,2,1135,water meter
1540,32.91536385,24.09132291,2,1135,water meter
1541,32.91533694,24.09125486,2,1135,water meter
1542,32.91542942,24.09124907,2,1135,water meter
1543,32.91553292,24.09121137,2,1135,water meter
1544,32.91560239,24.09118973,2,1135,water meter
1545,32.91571441,24.0911501,2,1135,water meter
1546,32.9157798,24.09112886,2,1135,water meter
1547,32.91588694,24.0910918,2,1135,water meter
1548,32.91594623,24.09107128,2,1135,water meter
1549,32.91606701,24.09103142,2,1135,water meter
1550,32.9161161,24.09101158,2,1135,illegal connection
1551,32.91628646,24.09075083,1,1135,water meter
1552,32.91639213,24.09075266,1,1135,water meter
1553,32.9164896,24.09075197,1,1135,water meter
1554,32.91661418,24.09074316,1,1135,water meter
1555,32.91669408,24.09075539,1,1135,water meter
1556,32.9166647,24.090858,1,1135,water meter
1557,32.91678451,24.09084856,1,1135,water meter
1558,32.91676915,24.09072889,1,1135,water meter
1559,32.91685514,24.09071833,1,1135,illegal connection
1560,32.91694653,24.09070393,1,1135,water meter
1561,32.91701789,24.09066493,1,1135,illegal connection
1562,32.91709824,24.09064258,1,1135,illegal connection
1563,32.91724744,24.09058756,1,1135,water meter
1564,32.91736771,24.09060594,1,1135,illegal connection
1565,32.91759084,24.0905759,1,1135,water meter
1567,32.91768139,24.09088297,1,1135,illegal connection
1568,32.91775753,24.09096234,1,1135,water meter
1569,32.91766285,24.09098769,1,1135,water meter
1570,32.91754573,24.09101767,1,1135,water meter
1571,32.9174773,24.09103551,1,1135,water meter
1572,32.91739614,24.09105714,1,1135,water meter
1573,32.91731089,24.0910956,1,1135,illegal connection
1574,32.91720713,24.09115669,1,1135,illegal connection
1575,32.91712379,24.09118412,1,1135,non-user
1576,32.91703555,24.09121319,1,1135,water meter
1577,32.91692221,24.09125056,1,1135,water meter
1579,32.91680695,24.09128681,1,1135,water meter
1580,32.91669586,24.09131527,1,1135,water meter
1581,32.91660286,24.09133775,1,1135,water meter
1582,32.91652878,24.09135507,1,1135,water meter
1583,32.91646789,24.09137008,1,1135,water meter
1584,32.91646857,24.09126182,1,1135,water meter
1585,32.91656887,24.09123747,1,1135,water meter
1586,32.91670426,24.0912058,1,1035,water meter
1589,32.91683491,24.09117959,1,1135,
1590,32.91690864,24.09116609,1,1135,
1591,32.91701065,24.09113661,1,1135,water meter
1592,32.91711191,24.09110809,1,1135,illegal connection
1593,32.91720437,24.09104861,1,1135,water meter
1594,32.91707999,24.09102209,1,1135,water meter
1595,32.91697371,24.09104724,1,1135,water meter
1596,32.91689855,24.0910597,1,1135,water meter
1598,32.9172749,24.09097821,1,1135,water meter
1599,32.91739881,24.09095057,1,1135,illegal connection
1600,32.91753286,24.09091459,1,1135,illegal connection
1601,32.91757567,24.0907425,1,1135,non-user
1602,32.91739661,24.09077621,1,1135,water meter
1603,32.9173133,24.09079968,1,1135,illegal connection
1604,32.91721709,24.09080327,1,1135,water meter
1605,32.91709239,24.09079734,1,1135,water meter
1606,32.91705167,24.09092502,1,1135,water meter
1607,32.91693826,24.09093948,1,1135,water meter
1608,32.91695863,24.09082164,1,1135,water meter
1609,32.91686495,24.09083694,1,1135,water meter
1610,32.91674184,24.09094337,1,1135,illegal connection
1611,32.91674459,24.09100718,1,1135,water meter
1612,32.91679633,24.09107859,1,1135,water meter
1613,32.91670168,24.09107315,1,1135,water meter
1614,32.91651007,24.09110691,1,1135,illegal connection
1615,32.91648452,24.09102293,1,1135,water meter
1616,32.91646355,24.09093957,1,1135,water meter
1617,32.91646023,24.09085902,1,1135,water meter
1618,32.91786333,24.0905649,1,1135,illegal connection
1619,32.91801409,24.09057432,1,1135,illegal connection
1620,32.91802051,24.09069249,1,1135,illegal connection
1621,32.91820459,24.0907983,1,1135,water meter
1622,32.91821092,24.09090221,1,1135,water meter
1623,32.9180516,24.09090549,1,1135,water meter
1624,32.91798621,24.09079514,1,1135,water meter
1625,32.91790693,24.09093011,1,1135,water meter
1626,32.91791467,24.09104945,1,1135,illegal connection
1627,32.91870048,24.09020755,1,1135,water meter
1629,32.91876987,24.09030747,1,1135,water meter
1630,32.91865517,24.09031348,1,1135,water meter
1631,32.9185478,24.09031747,1,1135,water meter
1632,32.91887389,24.09040767,1,1135,water meter
1633,32.91884322,24.09056199,1,1135,water meter
1634,32.91839555,24.09050463,1,1135,water meter
1635,32.91853531,24.09047865,1,1135,water meter
1636,32.91850938,24.09060483,1,1135,illegal connection
1637,32.91851511,24.09067398,1,1135,illegal connection
1638,32.9184639,24.09080203,1,1135,illegal connection
1639,32.91871539,24.09059478,1,1135,water meter
1640,32.91898251,24.09066063,1,1135,water meter
1641,32.91901677,24.09082361,1,1135,water meter
1642,32.91887051,24.0908063,1,1135,illegal connection
1643,32.91914662,24.09100395,1,1135,water meter
1644,32.91916688,24.09110977,1,1135,water meter
1645,32.91941113,24.09116963,1,1135,illegal connection
1646,32.91947204,24.09116842,1,1135,water meter
1647,32.91960505,24.09140042,1,1135,water meter
1648,32.9193922,24.09138467,1,1135,water meter
1649,32.91890149,24.0910324,1,1135,illegal connection
1650,32.91898641,24.0912106,1,1135,water meter
1651,32.91902486,24.09134508,1,1135,water meter
1652,32.9188577,24.09123992,1,1135,water meter
1654,32.91864634,24.09103497,1,1135,illegal connection
1655,32.91865675,24.09117267,1,1135,illegal connection
1656,32.91856505,24.09106163,1,1135,illegal connection
1657,32.91856792,24.09134625,1,1135,illegal connection
1658,32.9186844,24.09133075,1,1135,water meter
1659,32.91907436,24.09146141,1,1135,water meter
1660,32.9190702,24.09153097,1,1135,water meter
1661,32.9190579,24.09160403,1,1135,illegal connection
1662,32.91904367,24.09168374,1,1135,water meter
1663,32.91903017,24.09176339,1,1135,illegal connection
1664,32.91900304,24.09182238,1,1135,illegal connection
1666,32.91887853,24.09175562,1,1135,water meter
1668,32.9188943,24.09167682,1,1135,water meter
1669,32.91890836,24.09159419,1,1135,water meter
1670,32.91887949,24.09151678,1,1135,illegal connection
1671,32.91896715,24.09151269,1,1135,water meter
1672,32.91934605,24.09154558,1,1135,water meter
1673,32.91959813,24.09178633,1,1135,water meter
1674,32.91956101,24.09208297,1,1135,illegal connection
1675,32.91924281,24.0918036,1,1135,water meter
1676,32.91866073,24.09150234,1,1135,water meter
1677,32.91874383,24.09162689,1,1135,water meter
1678,32.91871042,24.09172877,1,1135,water meter
1679,32.91863573,24.09171399,1,1135,water meter
1680,32.91851914,24.09173046,1,1135,water meter
1681,32.91843059,24.09174906,1,1135,illegal connection
1682,32.91831894,24.09177311,1,1135,water meter
1684,32.91820633,24.09176173,1,1135,illegal connection
1685,32.91804237,24.09182482,1,1135,water meter
1686,32.91794504,24.09186344,1,1135,water meter
1687,32.91785616,24.09189991,1,1135,illegal connection
1688,32.91775222,24.09195202,1,1135,water meter
1689,32.9177367,24.09178555,1,1135,water meter
1690,32.91761108,24.09185475,1,1135,water meter
1691,32.91746233,24.09186291,1,1135,water meter
1692,32.91746083,24.09199704,1,1135,illegal connection
1693,32.91754017,24.09203747,1,1135,water meter
1695,32.91741998,24.09175088,1,1135,water meter
1696,32.91751092,24.09176474,1,1135,water meter
1697,32.9176221,24.09177441,1,1135,illegal connection
1698,32.91788376,24.09177505,1,1135,water meter
1700,32.91803303,24.09173521,1,1135,water meter
1701,32.91841079,24.09167091,1,1135,illegal connection
1702,32.91861585,24.09164975,1,1135,illegal connection
1703,32.91863256,24.09159337,1,1135,illegal connection
1706,32.91833121,24.09114754,1,1135,illegal connection
1707,32.91803524,24.09148615,1,1135,water meter
1710,32.91791139,24.09164317,1,1135,illegal connection
1711,32.91792919,24.09153842,1,1135,water meter
1712,32.91795774,24.09140446,1,1135,water meter
1714,32.91788432,24.09129477,1,1135,illegal connection
1716,32.91785702,24.09136414,1,1135,illegal connection
1717,32.91782956,24.09143497,1,1135,water meter
1718,32.91779851,24.09152339,1,1135,water meter
1719,32.9177602,24.09162977,1,1135,water meter
1720,32.91763888,24.09161424,1,1135,water meter
1721,32.91748173,24.09162165,1,1135,water meter
1722,32.91737957,24.09160402,1,1135,illegal connection
1723,32.91749053,24.09153577,1,1135,illegal connection
1727,32.91760962,24.09145672,1,1135,water meter
1728,32.91750015,24.09142649,1,1135,illegal connection
1729,32.9174011,24.09139824,1,1135,water meter
1730,32.91748544,24.09134408,1,1135,water meter
1732,32.91763842,24.09138119,1,1135,illegal connection
1733,32.91765625,24.09126139,1,1135,illegal connection
1734,32.91758204,24.09124065,1,1135,water meter
1735,32.91750114,24.09121811,1,1135,water meter
1736,32.9174255,24.09120284,1,1135,non-user
1737,32.91760397,24.09113924,1,1135,water meter
1738,32.91769723,24.0911059,1,1135,illegal connection
1739,32.91768002,24.09118078,1,1135,illegal connection
1740,32.9169466,24.09174676,1,1135,water meter
1741,32.91568335,24.09153153,2,1135,water meter
1742,32.91571738,24.09161134,2,1135,water meter
1743,32.91575734,24.09170854,2,1135,water meter
1744,32.91566273,24.09171518,2,1135,water meter
1745,32.9155631,24.09177572,2,1135,non-user
1746,32.91553365,24.09170968,2,1135,water meter
1747,32.9155054,24.09164633,2,1135,water meter
1748,32.91547355,24.09157492,2,1135,water meter
1749,32.91560634,24.09157595,2,1135,water meter
1750,32.91581076,24.0918337,2,1135,water meter
1751,32.9158274,24.09193356,2,1135,water meter
1752,32.91584946,24.09199785,2,1135,water meter
1753,32.91590182,24.09205796,2,1135,water meter
1754,32.91576063,24.09209236,2,1135,water meter
1755,32.91568745,24.09211563,2,1135,water meter
1756,32.91568742,24.09204167,2,1135,illegal connection
1757,32.9156698,24.09199301,2,1135,water meter
1758,32.91561521,24.09192512,2,1135,water meter
1759,32.91570288,24.09189596,2,1135,water meter
1760,32.91586239,24.09221331,2,1135,water meter
1761,32.91590306,24.09232017,2,1135,illegal connection
1762,32.91593787,24.09241122,2,1135,illegal connection
1763,32.91581397,24.09244037,2,1135,illegal connection
1764,32.91578518,24.09236123,2,1135,illegal connection
1765,32.91576347,24.09230066,2,1135,water meter
1766,32.91574084,24.09223758,2,1135,water meter
1767,32.91588451,24.09258779,1,1135,water meter
1768,32.91596809,24.09257806,1,1135,water meter
1769,32.91611001,24.09253558,1,1135,water meter
1770,32.91627883,24.09245798,1,1135,water meter
1771,32.91631409,24.09259101,1,1135,water meter
1772,32.91634219,24.09266064,1,1135,water meter
1773,32.91619267,24.09267082,1,1135,water meter
1774,32.91612888,24.09269168,1,1135,water meter
1775,32.91602237,24.09272854,1,1135,water meter
1776,32.91595019,24.09274864,1,1135,water meter
1777,32.91592287,24.09268156,1,1135,illegal connection
1778,32.91600881,24.0929022,1,1135,water meter
1779,32.91608908,24.09291646,1,1135,water meter
1780,32.91622498,24.09287208,1,1135,water meter
1781,32.91627782,24.09285317,1,1135,water meter
1782,32.91639851,24.09281194,1,1135,water meter
1783,32.91644951,24.09274418,1,1135,water meter
1784,32.91647137,24.09280733,1,1135,water meter
1785,32.91649725,24.09288062,1,1135,water meter
1786,32.91652547,24.09296155,1,1135,illegal connection
1787,32.91644897,24.09295525,1,1135,water meter
1788,32.91631955,24.09299915,1,1135,water meter
1789,32.91627247,24.09301607,1,1135,water meter
1790,32.91613768,24.09306171,1,1135,water meter
1791,32.91607632,24.09310433,1,1135,water meter
1792,32.91603522,24.0929814,1,1135,water meter
1793,32.9165151,24.09240472,1,1135,illegal connection
1794,32.91670176,24.09241374,1,1135,water meter
1795,32.91683065,24.09241947,1,1135,water meter
1796,32.9169812,24.09242787,1,1135,illegal connection
1797,32.91714929,24.09239239,1,1135,water meter
1798,32.91736754,24.09241354,1,1135,water meter
1799,32.9172257,24.09262139,1,1135,water meter
1800,32.9173078,24.09264332,1,1135,illegal connection
1801,32.91738445,24.09269022,1,1135,water meter
1802,32.917505,24.09269666,1,1135,water meter
1804,32.91767804,24.09274443,1,1135,water meter
1805,32.91779268,24.09272026,1,1135,water meter
1807,32.91769219,24.09261597,1,1135,water meter
1808,32.91761487,24.09255877,1,1135,non-user
1809,32.91778561,24.09255413,1,1135,water meter
1811,32.91774339,24.09240059,1,1135,water meter
1812,32.91765597,24.09244107,1,1135,water meter
1813,32.91756014,24.09245274,1,1135,water meter
1814,32.91759742,24.09237795,1,1135,water meter
1815,32.91788797,24.09240306,1,1135,water meter
1816,32.91801733,24.09240053,1,1135,water meter
1817,32.91808387,24.09239897,1,1135,water meter
1819,32.91818066,24.09239746,1,1135,water meter
1820,32.91827394,24.0923965,1,1135,water meter
1821,32.91821543,24.0924962,1,1135,illegal connection
1822,32.91821661,24.09257034,1,1135,illegal connection
1823,32.91811514,24.09253601,1,1035,water meter
1824,32.91804206,24.09254024,1,1035,illegal connection
1825,32.91791672,24.09254127,1,1135,water meter
1826,32.91790872,24.0927468,1,1135,water meter
1827,32.9179697,24.09286585,1,1135,water meter
1828,32.91787693,24.09286409,1,1135,water meter
1830,32.91776661,24.09285316,1,1035,water meter
1831,32.91765835,24.0928497,1,1135,water meter
1832,32.91756947,24.09281709,1,1135,water meter
1833,32.91747914,24.09283655,1,1135,water meter
1834,32.91738279,24.09282108,1,1135,water meter
1835,32.9173,24.09279871,1,1135,water meter
1836,32.91719972,24.09281977,1,1135,water meter
1837,32.91722418,24.09273396,1,1135,water meter
1838,32.91711702,24.09264329,1,1135,illegal connection
1840,32.91696979,24.0926519,1,1135,water meter
1841,32.91685183,24.09274582,1,1135,water meter
1842,32.91677959,24.09278462,1,1135,water meter
1843,32.91670943,24.09279881,1,1135,water meter
1844,32.91662238,24.09282086,1,1135,water meter
1845,32.91659118,24.09274846,1,1135,water meter
1846,32.91669642,24.09273711,1,1135,water meter
1847,32.9168333,24.09261672,1,1135,illegal connection
